request_id,pred_status,gt_status,pred_amount,gt_amount,error_category,category_desc
req_8b432f4d,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_705cbc68,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_48653229,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_45757f9d,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_38296db6,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c076c399,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_11f7bee2,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_45447170,affordable_now,,8784.0,0.0,C,recurring-expense forecasting
req_656ceae7,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_68800176,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_684329b9,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_1c38d104,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_37785892,affordable_now,,8869.0,0.0,C,recurring-expense forecasting
req_32e0a0db,affordable_now,,13169.0,0.0,C,recurring-expense forecasting
req_7d0acfd2,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_fbf2f36b,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_cb20e0bd,affordable_now,,18722.0,0.0,C,recurring-expense forecasting
req_863e3c01,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_63ccb757,affordable_now,,9721.0,0.0,C,recurring-expense forecasting
req_bd1fc3f2,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_334f762e,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c5fd724a,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_4fbda541,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_d03ffe37,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c47f6b49,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_bc121711,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_fb7e2194,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_85681e3f,affordable_now,,3405.0,0.0,C,recurring-expense forecasting
req_f2040533,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_6b085a34,affordable_now,,15421.0,0.0,C,recurring-expense forecasting
req_bf0bee8b,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_2b57b40b,affordable_now,,19024.0,0.0,C,recurring-expense forecasting
req_5f96d34c,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c9d006ec,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_0f72737f,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_d61f064d,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_538846e6,affordable_now,,1022.0,0.0,C,recurring-expense forecasting
req_eda75bea,affordable_now,,16823.0,0.0,C,recurring-expense forecasting
req_c91bab4f,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_2bd35ada,affordable_now,,11120.0,0.0,C,recurring-expense forecasting
req_a073939c,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_55772c83,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_e6b70af0,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_5c7455d5,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_05ecc868,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_0a3caabd,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_841562b0,affordable_now,,1220.0,0.0,C,recurring-expense forecasting
req_272e3f8c,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_0c30ff05,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_af297c43,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_7b949176,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_39b92d45,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_fe3b8dba,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_1180027b,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_d25e5e18,affordable_now,,11348.0,0.0,C,recurring-expense forecasting
req_c1f95bb2,affordable_now,,13717.0,0.0,C,recurring-expense forecasting
req_9a79ecb6,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_a97c0a97,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_3f34cb4d,affordable_now,,3075.0,0.0,C,recurring-expense forecasting
req_39feca43,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_501bd847,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_60f313b1,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_7a2a1caf,affordable_now,,11570.0,0.0,C,recurring-expense forecasting
req_1b9b1afb,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_3ce794b4,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_09dbac42,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_d6a891ec,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_8ae0b51e,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_d476e95d,affordable_now,,15004.0,0.0,C,recurring-expense forecasting
req_911e5bd1,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_66034c74,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_d40d3508,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_05cf6221,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_56645401,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_6a8d02db,affordable_now,,11126.0,0.0,C,recurring-expense forecasting
req_dcb12153,affordable_now,,17287.0,0.0,C,recurring-expense forecasting
req_43f01cc5,affordable_now,,8603.0,0.0,C,recurring-expense forecasting
req_5e0c76ac,affordable_now,,8894.0,0.0,C,recurring-expense forecasting
req_a3a1856a,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_46d07c97,affordable_now,,1028.0,0.0,C,recurring-expense forecasting
req_8db9324d,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_1b6e78c2,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_83b0bdb1,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_b38ad21f,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_b27a8c21,affordable_now,,13286.0,0.0,C,recurring-expense forecasting
req_a3107595,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_24503127,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_3b04b1e5,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_632e2d9f,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_aa38e625,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c7a9287e,affordable_now,,558.0,0.0,C,recurring-expense forecasting
req_49bcf131,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c8d6c359,affordable_now,,6322.0,0.0,C,recurring-expense forecasting
req_41538446,affordable_now,,9025.0,0.0,C,recurring-expense forecasting
req_eef2c0de,affordable_now,,7370.0,0.0,C,recurring-expense forecasting
req_ea019f89,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_2b7285be,affordable_now,,7298.0,0.0,C,recurring-expense forecasting
req_c0c37f2e,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_2da1f112,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_6e3822cb,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_cc380d70,affordable_now,,15538.0,0.0,C,recurring-expense forecasting
req_db4641a0,affordable_now,,3585.0,0.0,C,recurring-expense forecasting
req_ea96fb69,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_478be7c3,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_7f04a840,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_23ab187c,affordable_now,,14113.0,0.0,C,recurring-expense forecasting
