request_id,user_id,category,direction,event_type,flexibility,n_observations,n_recent,amounts_str,strat_median,strat_most_recent,strat_mean,strat_ewma,strat_trimmed,current_forecast
request_04,user_04,music_subscription,debit,subscription,stoppable,5,5,332500.0|332500.0|332500.0|332500.0|332500.0,332500.0,332500.0,332500.0,332500.0,332500.0,332500.0
request_04,user_04,delivery_membership,debit,subscription,fixed,5,5,377150.0|377150.0|377150.0|377150.0|377150.0,377150.0,377150.0,377150.0,377150.0,377150.0,377150.0
request_04,user_04,gym,debit,subscription,fixed,5,5,1027900.0|1027900.0|1027900.0|1027900.0|1027900.0,1027900.0,1027900.0,1027900.0,1027900.0,1027900.0,1027900.0
request_04,user_04,entertainment,debit,expense,reducible,5,5,1484369.68|1375854.05|1542620.0|1291303.65|1231859.39,1375854.05,1231859.39,1385201.35,1365469.27,1383842.46,1375854.05
request_04,user_04,groceries,debit,expense,fixed,26,26,1685953.79|1749986.6|1383275.31|1482897.31|1818044.76|1413898.4|1351288.83|1178544.55|1697006.55|1087788.82|1753801.95|1203621.92|1674003.66|1347842.61|1453711.32|1447770.09|1261462.72|1825667.28|1184189.4|1617937.79|1519414.73|1831437.58|1698278.31|1075064.04|1809752.54|1433695.5,1468304.31,1433695.5,1499474.48,1525545.07,1503326.45,1468304.31
request_04,user_04,transport,debit,expense,fixed,26,26,649231.24|876705.51|825832.49|769694.2|841811.01|820888.17|870102.58|1011616.29|596927.82|595968.94|954666.65|843406.32|589707.32|997182.25|677221.86|889762.96|842011.07|1000668.29|935850.82|874634.88|766019.04|1030376.9|912938.95|853091.62|602450.01|1016425.58,848248.97,1016425.58,832507.41,868043.83,834379.52,848248.97
request_04,user_04,dining,debit,expense,fixed,13,13,2111827.25|1839656.04|1279029.86|2067659.14|1650545.96|1931412.81|1551598.07|2102251.18|1282286.6|1259307.64|1661337.11|1886856.1|2108488.15,1839656.04,2108488.15,1748635.07,1807985.98,1760101.91,1839656.04
request_05,user_05,salary,credit,income,fixed,5,5,14740.0|14740.0|14740.0|14740.0|14740.0,14740.0,14740.0,14740.0,14740.0,14740.0,14740.0
request_05,user_05,rent,debit,expense,fixed,6,6,4972.0|4972.0|4972.0|4972.0|4972.0|4972.0,4972.0,4972.0,4972.0,4972.0,4972.0,4972.0
request_05,user_05,utilities,debit,expense,fixed,5,5,604.15|658.41|750.89|706.37|713.71,706.37,713.71,686.71,685.64,692.83,706.37
request_05,user_05,debt_repayment,debit,debt_payment,fixed,5,5,968.0|968.0|968.0|968.0|968.0,968.0,968.0,968.0,968.0,968.0,968.0
request_05,user_05,healthcare,debit,expense,fixed,5,5,777.27|641.37|632.59|721.44|722.37,721.44,722.37,699.01,713.82,695.06,721.44
request_05,user_05,family_support,debit,expense,fixed,5,5,840.4|840.4|840.4|840.4|840.4,840.4,840.4,840.4,840.4,840.4,840.4
request_05,user_05,cloud_storage,debit,subscription,stoppable,5,5,113.3|113.3|113.3|113.3|113.3,113.3,113.3,113.3,113.3,113.3,113.3
request_05,user_05,shopping,debit,expense,reducible,5,5,379.94|404.24|422.67|420.31|362.09,404.24,362.09,397.85,391.84,401.5,404.24
request_05,user_05,groceries,debit,expense,fixed,26,26,784.81|818.16|680.15|530.44|695.96|835.0|635.23|661.93|567.19|767.92|807.31|800.63|813.64|853.42|773.83|845.02|762.65|515.4|682.39|675.81|547.6|826.66|768.64|709.62|684.39|720.51,741.58,720.51,721.7,712.02,724.81,741.58
request_05,user_05,transport,debit,expense,fixed,13,13,489.31|424.26|504.23|492.86|363.28|311.0|431.81|354.2|485.59|411.47|377.26|352.46|388.74,411.47,388.74,414.34,390.01,415.57,411.47
request_06,user_06,salary,credit,income,fixed,5,5,1441.0|1441.0|1441.0|1037.52|1037.52,1441.0,1037.52,1279.61,1235.23,1306.51,1441.0
request_06,user_06,rent,debit,expense,fixed,5,5,254.1|254.1|254.1|254.1|254.1,254.1,254.1,254.1,254.1,254.1,254.1
request_06,user_06,utilities,debit,expense,fixed,5,5,58.34|52.62|58.98|56.71|51.86,56.71,51.86,55.7,55.56,55.89,56.71
request_06,user_06,insurance,debit,expense,fixed,5,5,26.0|26.0|26.0|26.0|26.0,26.0,26.0,26.0,26.0,26.0,26.0
request_06,user_06,cloud_storage,debit,subscription,fixed,5,5,5.0|5.0|5.0|5.0|5.0,5.0,5.0,5.0,5.0,5.0,5.0
request_06,user_06,streaming,debit,subscription,stoppable,5,5,19.0|19.0|19.0|19.0|19.0,19.0,19.0,19.0,19.0,19.0,19.0
request_06,user_06,shopping,debit,expense,fixed,5,5,41.44|46.25|39.46|37.96|39.88,39.88,39.88,41.0,40.45,40.26,39.88
request_06,user_06,entertainment,debit,expense,fixed,5,5,32.1|35.1|32.18|37.36|38.33,35.1,38.33,35.01,35.39,34.88,35.1
request_06,user_06,groceries,debit,expense,fixed,18,18,43.16|53.56|49.49|43.57|31.69|50.53|51.97|48.32|51.55|46.22|32.96|51.4|34.0|45.4|51.23|40.91|52.76|32.69,47.27,32.69,45.08,42.54,45.38,47.27
request_06,user_06,transport,debit,expense,fixed,35,35,23.68|23.83|24.21|19.73|32.17|27.8|28.03|26.82|27.29|31.89|27.65|29.46|21.32|29.47|28.08|31.87|21.1|28.87|28.61|22.14|28.65|23.31|29.32|24.5|31.69|30.82|27.59|32.36|27.97|29.57|19.18|25.9|24.92|21.46|32.9,27.8,32.9,26.98,27.0,27.03,27.8
request_06,user_06,dining,debit,expense,fixed,25,25,53.26|50.79|34.99|42.1|48.98|46.84|38.44|37.25|40.23|43.95|56.6|48.14|37.02|47.33|54.09|53.71|32.9|43.17|37.42|55.16|57.57|45.39|36.0|57.28|48.36,46.84,48.36,45.88,48.38,45.93,46.84
request_07,user_07,salary,credit,income,fixed,5,5,149000.0|149000.0|149000.0|149000.0|149000.0,149000.0,149000.0,149000.0,149000.0,149000.0,149000.0
request_07,user_07,rent,debit,expense,fixed,6,6,34200.0|34200.0|34200.0|34200.0|34200.0|34200.0,34200.0,34200.0,34200.0,34200.0,34200.0,34200.0
request_07,user_07,utilities,debit,expense,fixed,5,5,7219.31|7049.68|7387.41|6081.25|6209.57,7049.68,6209.57,6789.44,6684.65,6826.19,7049.68
request_07,user_07,debt_repayment,debit,debt_payment,fixed,5,5,15650.0|15650.0|15650.0|15650.0|15650.0,15650.0,15650.0,15650.0,15650.0,15650.0,15650.0
request_07,user_07,music_subscription,debit,subscription,stoppable,5,5,1005.0|1005.0|1005.0|1005.0|1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0
request_07,user_07,groceries,debit,expense,fixed,13,13,8380.73|6433.29|6022.17|6789.05|8280.58|7329.91|7849.54|7968.39|6889.87|5665.77|7913.81|7280.22|5710.65,7280.22,5710.65,7116.46,6775.16,7133.41,7280.22
request_07,user_07,transport,debit,expense,fixed,9,9,3690.82|3465.99|2786.58|3104.36|2439.43|3822.62|2751.86|3773.92|3145.62,3145.62,3145.62,3220.13,3263.07,3245.59,3145.62
request_07,user_07,dining,debit,expense,reducible,9,9,7246.72|4111.12|6371.55|6313.91|5802.49|4541.62|6664.9|5799.66|6493.86,6313.91,6493.86,5927.31,6093.68,5998.28,6313.91
request_08,user_08,salary,credit,income,fixed,5,5,1422.85|1422.85|1422.85|1422.85|782.57,1422.85,782.57,1294.79,1230.77,1422.85,1422.85
request_08,user_08,rent,debit,expense,fixed,6,6,467.5|467.5|467.5|467.5|467.5|467.5,467.5,467.5,467.5,467.5,467.5,467.5
request_08,user_08,utilities,debit,expense,fixed,6,6,79.19|80.9|68.44|82.61|69.28|80.55,79.87,80.55,76.83,77.04,77.48,79.87
request_08,user_08,education,debit,expense,fixed,5,5,89.0|89.0|89.0|89.0|89.0,89.0,89.0,89.0,89.0,89.0,89.0
request_08,user_08,debt_repayment,debit,debt_payment,fixed,5,5,177.0|177.0|177.0|177.0|177.0,177.0,177.0,177.0,177.0,177.0,177.0
request_08,user_08,music_subscription,debit,subscription,stoppable,5,5,14.0|14.0|14.0|14.0|14.0,14.0,14.0,14.0,14.0,14.0,14.0
request_08,user_08,delivery_membership,debit,subscription,stoppable,5,5,24.0|24.0|24.0|24.0|24.0,24.0,24.0,24.0,24.0,24.0,24.0
request_08,user_08,groceries,debit,expense,fixed,26,26,78.42|77.07|51.01|52.28|68.0|54.35|46.71|74.35|48.16|68.99|57.01|47.78|51.6|76.07|69.32|60.11|51.0|56.62|55.02|53.11|51.85|48.0|45.99|53.96|65.92|72.38,54.69,72.38,59.04,60.89,58.78,54.69
request_08,user_08,transport,debit,expense,fixed,26,26,34.09|36.65|41.53|40.21|37.62|43.53|30.47|36.94|38.07|26.69|46.08|45.56|39.38|37.0|40.22|35.69|29.03|35.98|43.51|43.2|31.5|41.57|32.95|31.67|28.33|47.21,37.31,47.21,37.49,37.39,37.53,37.31
request_08,user_08,dining,debit,expense,reducible,13,13,51.75|59.94|46.25|60.66|48.98|41.5|58.15|45.5|46.75|49.45|56.05|53.65|42.33,49.45,42.33,50.84,49.08,50.8,49.45
request_09,user_09,salary,credit,income,fixed,10,10,488.8|514.25|485.55|527.63|582.12|355.99|506.35|441.96|547.55|361.45,497.58,361.45,481.17,454.72,484.19,497.58
request_09,user_09,rent,debit,expense,fixed,6,6,211.2|211.2|211.2|211.2|211.2|211.2,211.2,211.2,211.2,211.2,211.2,211.2
request_09,user_09,utilities,debit,expense,fixed,5,5,66.84|59.39|71.04|63.66|60.88,63.66,60.88,64.36,64.23,63.79,63.66
request_09,user_09,cloud_storage,debit,subscription,fixed,5,5,5.0|5.0|5.0|5.0|5.0,5.0,5.0,5.0,5.0,5.0,5.0
request_09,user_09,streaming,debit,subscription,fixed,5,5,20.0|20.0|20.0|20.0|20.0,20.0,20.0,20.0,20.0,20.0,20.0
request_09,user_09,shopping,debit,expense,fixed,5,5,25.5|29.14|28.32|24.68|25.52,25.52,25.52,26.63,26.12,26.45,25.52
request_09,user_09,groceries,debit,expense,fixed,18,18,47.44|38.34|47.6|41.29|54.9|37.29|36.79|53.14|50.12|31.82|48.93|34.17|53.82|34.74|46.49|51.03|43.0|51.3,46.97,51.3,44.57,46.78,44.72,46.97
request_09,user_09,transport,debit,expense,fixed,9,9,18.44|16.59|23.57|27.94|26.23|24.59|28.34|27.2|24.13,24.59,24.13,24.11,25.25,24.59,24.59
request_09,user_09,dining,debit,expense,fixed,9,9,34.84|32.86|29.97|31.15|23.42|28.41|35.49|27.38|29.16,29.97,29.16,30.3,29.77,30.54,29.97
request_10,user_10,salary,credit,income,fixed,21,21,74420.35|74852.29|54774.8|82410.47|72641.37|59553.07|65056.43|47245.98|81755.75|67741.04|79168.24|69351.86|78226.16|65488.36|60517.87|40977.52|60877.41|44415.5|47802.51|82667.27|52239.8,65488.36,52239.8,64865.91,59035.31,65186.28,65488.36
request_10,user_10,rent,debit,expense,fixed,6,6,69100.0|69100.0|69100.0|69100.0|69100.0|69100.0,69100.0,69100.0,69100.0,69100.0,69100.0,69100.0
request_10,user_10,utilities,debit,expense,fixed,5,5,19224.83|17538.11|15748.74|15236.94|17771.13,17538.11,17771.13,17103.95,17266.71,17019.33,17538.11
request_10,user_10,music_subscription,debit,subscription,stoppable,5,5,2800.0|2800.0|2800.0|2800.0|2800.0,2800.0,2800.0,2800.0,2800.0,2800.0,2800.0
request_10,user_10,delivery_membership,debit,subscription,stoppable,5,5,1895.0|1895.0|1895.0|1895.0|1895.0,1895.0,1895.0,1895.0,1895.0,1895.0,1895.0
request_10,user_10,gym,debit,subscription,reducible,5,5,4860.0|4860.0|4860.0|4860.0|4860.0,4860.0,4860.0,4860.0,4860.0,4860.0,4860.0
request_10,user_10,entertainment,debit,expense,reducible,5,5,4770.41|4504.6|4700.56|4366.61|4883.78,4700.56,4883.78,4645.19,4682.0,4658.52,4700.56
request_10,user_10,groceries,debit,expense,fixed,26,26,10089.49|12216.63|10431.63|12027.49|9512.16|10839.89|11898.24|12020.19|11986.0|11074.05|9929.21|8855.55|12641.36|10087.39|11596.13|8809.04|9807.08|12589.2|13621.53|12767.81|9968.28|10392.47|12092.24|8157.98|8755.75|8011.08,10635.76,8011.08,10776.07,9352.43,10772.72,10635.76
request_10,user_10,transport,debit,expense,fixed,25,25,6859.81|7100.47|4830.13|4956.67|5489.62|7530.3|7568.88|6683.23|6632.3|5641.87|5747.77|5753.54|7448.62|5018.36|6582.39|6785.52|4472.6|4570.28|5776.08|6245.32|6819.66|5350.7|4990.01|4356.14|6359.49,5776.08,6359.49,5982.79,5564.24,5984.55,5776.08
request_10,user_10,dining,debit,expense,reducible,13,13,8813.96|9260.11|8274.24|6897.95|9399.4|9621.2|6375.03|10079.99|10525.43|8538.83|8480.31|8253.71|10370.83,8813.96,10370.83,8837.77,9191.99,8908.23,8813.96
request_11,user_11,salary,credit,income,fixed,10,10,23256000.0|16715584.16|23256000.0|8908379.93|23256000.0|15989420.0|23256000.0|20012106.46|23256000.0|8502888.2,21634053.23,8502888.2,18640837.88,17210294.82,19331186.32,21634053.23
request_11,user_11,housing,debit,expense,fixed,5,5,2954500.0|2954500.0|2954500.0|2954500.0|2954500.0,2954500.0,2954500.0,2954500.0,2954500.0,2954500.0,2954500.0
request_11,user_11,utilities,debit,expense,fixed,5,5,2916312.61|2891149.67|2508782.45|2488665.63|2796165.18,2796165.18,2796165.18,2720215.11,2727966.32,2732032.43,2796165.18
request_11,user_11,insurance,debit,expense,fixed,5,5,1881000.0|1881000.0|1881000.0|1881000.0|1881000.0,1881000.0,1881000.0,1881000.0,1881000.0,1881000.0,1881000.0
request_11,user_11,education,debit,expense,fixed,5,5,2544100.0|2544100.0|2544100.0|2544100.0|2544100.0,2544100.0,2544100.0,2544100.0,2544100.0,2544100.0,2544100.0
request_11,user_11,healthcare,debit,expense,fixed,5,5,2635764.61|3118089.32|2973572.96|3165638.3|2826901.92,2973572.96,2826901.92,2943993.42,2903668.32,2972854.73,2973572.96
request_11,user_11,entertainment,debit,expense,reducible,5,5,1404572.9|1688239.04|1587027.72|1649906.5|1674887.61,1649906.5,1674887.61,1600926.75,1593197.47,1637273.94,1649906.5
request_11,user_11,cloud_storage,debit,subscription,stoppable,5,5,168150.0|168150.0|168150.0|168150.0|168150.0,168150.0,168150.0,168150.0,168150.0,168150.0,168150.0
request_11,user_11,groceries,debit,expense,fixed,18,18,1053064.17|1565130.98|1714643.08|1644304.53|1406401.86|1063530.58|1395524.8|1578114.18|1763208.29|1241008.74|1222447.75|1614291.7|1655671.41|1311350.07|1292005.65|1590529.64|1131582.3|1341187.18,1400963.33,1341187.18,1421333.16,1354620.57,1422982.78,1400963.33
request_11,user_11,transport,debit,expense,fixed,13,13,1230316.5|825660.54|788053.2|893623.46|1212904.33|1307205.52|785218.72|1185524.72|1200020.76|1244032.33|1122838.73|1103949.29|1244835.69,1185524.72,1244835.69,1088014.14,1164971.24,1095614.5,1185524.72
request_11,user_11,dining,debit,expense,reducible,9,9,1018758.07|1485097.86|1528058.96|1697463.1|1052748.56|1365643.7|1335266.7|1503635.49|1163530.49,1365643.7,1163530.49,1350022.55,1312401.82,1347711.68,1365643.7
request_12,user_12,salary,credit,income,fixed,3,3,55846.64|41904.42|61315.12,55846.64,61315.12,53022.06,54559.32,53022.06,55846.64
request_12,user_12,rent,debit,expense,fixed,6,6,11792.0|11792.0|11792.0|11792.0|11792.0|11792.0,11792.0,11792.0,11792.0,11792.0,11792.0,11792.0
request_12,user_12,utilities,debit,expense,fixed,5,5,3103.78|3374.49|3755.96|3708.19|3606.2,3606.2,3606.2,3509.72,3505.16,3562.96,3606.2
request_12,user_12,cloud_storage,debit,subscription,fixed,5,5,447.7|447.7|447.7|447.7|447.7,447.7,447.7,447.7,447.7,447.7,447.7
request_12,user_12,streaming,debit,subscription,stoppable,5,5,1504.8|1504.8|1504.8|1504.8|1504.8,1504.8,1504.8,1504.8,1504.8,1504.8,1504.8
request_12,user_12,shopping,debit,expense,reducible,5,5,1267.67|1243.49|1401.99|1196.86|1169.42,1243.49,1169.42,1255.89,1240.58,1236.01,1243.49
request_12,user_12,groceries,debit,expense,fixed,18,18,2484.14|2333.56|2229.55|1622.75|2333.98|2177.71|1797.17|2448.0|2432.91|1930.95|1650.19|1539.11|1587.87|2404.94|2729.09|2469.4|1806.77|2449.9,2281.56,2449.9,2134.89,2231.26,2134.99,2281.56
request_12,user_12,transport,debit,expense,fixed,9,9,1398.61|1302.02|1282.01|1240.84|1722.14|1261.17|1355.85|1684.28|1679.15,1355.85,1679.15,1436.23,1531.18,1423.3,1355.85
request_12,user_12,dining,debit,expense,reducible,9,9,2152.06|2452.07|2407.92|2554.33|2344.45|2608.96|1765.33|2089.92|1943.35,2344.45,1943.35,2257.6,2117.15,2277.73,2344.45
request_13,user_13,salary,credit,income,fixed,10,10,1343.54|993.88|1343.54|771.17|1343.54|948.46|1343.54|881.45|1343.54|1343.54,1343.54,1343.54,1165.62,1220.91,1192.69,1343.54
request_13,user_13,rent,debit,expense,fixed,6,6,622.6|622.6|622.6|622.6|622.6|622.6,622.6,622.6,622.6,622.6,622.6,622.6
request_13,user_13,utilities,debit,expense,fixed,6,6,162.77|143.39|146.33|143.7|131.53|134.25,143.54,134.25,143.66,141.76,141.92,143.54
request_13,user_13,music_subscription,debit,subscription,stoppable,5,5,29.0|29.0|29.0|29.0|29.0,29.0,29.0,29.0,29.0,29.0,29.0
request_13,user_13,delivery_membership,debit,subscription,stoppable,5,5,21.0|21.0|21.0|21.0|21.0,21.0,21.0,21.0,21.0,21.0,21.0
request_13,user_13,gym,debit,subscription,reducible,5,5,61.0|61.0|61.0|61.0|61.0,61.0,61.0,61.0,61.0,61.0,61.0
request_13,user_13,entertainment,debit,expense,fixed,5,5,33.83|30.88|37.9|31.8|30.39,31.8,30.39,32.96,32.67,32.17,31.8
request_13,user_13,groceries,debit,expense,fixed,26,26,91.05|114.9|120.16|82.38|115.37|89.89|91.28|108.75|101.74|102.05|119.05|101.87|106.05|102.25|93.15|81.24|86.23|94.28|84.23|120.89|114.53|73.74|98.36|118.36|85.71|93.66,100.05,93.66,99.66,96.41,99.86,100.05
request_13,user_13,transport,debit,expense,fixed,26,26,44.85|35.12|34.47|34.28|50.6|55.33|34.09|54.58|33.97|48.13|54.4|38.31|44.07|50.38|49.29|46.73|43.41|58.44|33.5|56.63|46.98|45.29|45.37|39.48|50.46|37.29,45.33,37.29,44.83,43.58,44.73,45.33
request_13,user_13,dining,debit,expense,fixed,13,13,75.47|68.7|80.09|62.71|53.91|80.35|64.45|70.45|61.59|48.2|60.34|48.02|61.28,62.71,61.28,64.27,58.37,64.29,62.71
request_14,user_14,salary,credit,income,fixed,3,3,2717.0|2717.0|2717.0,2717.0,2717.0,2717.0,2717.0,2717.0,2717.0
request_14,user_14,rent,debit,expense,fixed,6,6,688.6|688.6|688.6|688.6|688.6|688.6,688.6,688.6,688.6,688.6,688.6,688.6
request_14,user_14,utilities,debit,expense,fixed,5,5,141.46|156.08|143.45|146.41|153.69,146.41,153.69,148.22,147.97,147.85,146.41
request_14,user_14,debt_repayment,debit,debt_payment,fixed,5,5,350.0|350.0|350.0|350.0|350.0,350.0,350.0,350.0,350.0,350.0,350.0
request_14,user_14,healthcare,debit,expense,fixed,5,5,92.08|92.65|95.17|91.77|87.84,92.08,87.84,91.9,91.26,92.17,92.08
request_14,user_14,family_support,debit,expense,fixed,5,5,226.0|226.0|226.0|226.0|226.0,226.0,226.0,226.0,226.0,226.0,226.0
request_14,user_14,cloud_storage,debit,subscription,stoppable,5,5,14.0|14.0|14.0|14.0|14.0,14.0,14.0,14.0,14.0,14.0,14.0
request_14,user_14,shopping,debit,expense,reducible,5,5,137.03|123.04|123.12|123.77|140.39,123.77,140.39,129.47,131.77,127.97,123.77
request_14,user_14,groceries,debit,expense,fixed,26,26,103.53|95.35|104.91|81.22|92.09|121.61|87.64|140.51|131.02|83.71|93.46|90.76|106.55|93.65|96.42|101.15|129.68|123.41|94.21|86.49|138.85|102.54|112.72|96.86|86.83|129.56,99.0,129.56,104.8,109.21,104.29,99.0
request_14,user_14,transport,debit,expense,fixed,13,13,46.75|58.52|37.65|47.73|53.15|56.49|55.52|52.26|50.48|55.96|62.3|43.12|43.88,52.26,43.88,51.06,49.57,51.26,52.26
request_15,user_15,rent,debit,expense,fixed,6,6,435.6|435.6|435.6|435.6|435.6|435.6,435.6,435.6,435.6,435.6,435.6,435.6
request_15,user_15,utilities,debit,expense,fixed,5,5,84.12|85.91|90.39|87.14|84.41,85.91,84.41,86.39,85.95,85.82,85.91
request_15,user_15,education,debit,expense,fixed,5,5,159.0|159.0|159.0|159.0|159.0,159.0,159.0,159.0,159.0,159.0,159.0
request_15,user_15,debt_repayment,debit,debt_payment,fixed,5,5,84.0|84.0|84.0|84.0|84.0,84.0,84.0,84.0,84.0,84.0,84.0
request_15,user_15,music_subscription,debit,subscription,fixed,5,5,11.0|11.0|11.0|11.0|11.0,11.0,11.0,11.0,11.0,11.0,11.0
