request_id,pred_status,gt_status,pred_amount,gt_amount,error_category,category_desc
req_692ea244,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_677209f6,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_3f09b629,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_94e7c3a8,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_58dafd39,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_abc97ee4,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_a5b9af0b,affordable_now,,473.0,0.0,C,recurring-expense forecasting
req_c321a8ed,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_2f16dd03,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_49f6a1d8,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_f003897d,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_4f1b1839,affordable_now,,6519.0,0.0,C,recurring-expense forecasting
req_ed54e841,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_ce0960a9,affordable_now,,15426.0,0.0,C,recurring-expense forecasting
req_d377d1bb,affordable_now,,9157.0,0.0,C,recurring-expense forecasting
req_af8d274f,affordable_now,,14843.0,0.0,C,recurring-expense forecasting
req_6b14876c,affordable_now,,9541.0,0.0,C,recurring-expense forecasting
req_64842593,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_9bd54bd2,affordable_now,,4688.0,0.0,C,recurring-expense forecasting
req_e4eb0b4b,affordable_now,,5743.0,0.0,C,recurring-expense forecasting
req_823c9e2a,affordable_now,,13632.0,0.0,C,recurring-expense forecasting
req_de8fd99c,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_9b7eb40f,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_7593cf73,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_fe063c6c,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_3b45e7eb,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_e921eb4e,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_1c72b3d5,affordable_now,,16777.0,0.0,C,recurring-expense forecasting
req_ab52b84c,affordable_now,,10242.0,0.0,C,recurring-expense forecasting
req_b921e041,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_1ebad6a5,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_8c417dbd,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c6a92c8d,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_b0046f82,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_92acf70c,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_4a2f2468,affordable_now,,16284.0,0.0,C,recurring-expense forecasting
req_c16a9b96,affordable_now,,11855.0,0.0,C,recurring-expense forecasting
req_476384af,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_81c9ed36,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_41f17c5d,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_ccd95819,affordable_now,,12277.0,0.0,C,recurring-expense forecasting
req_43d9adab,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_bf1f505d,affordable_now,,13698.0,0.0,C,recurring-expense forecasting
req_1866040f,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_0c8ef1e6,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_236b43d4,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_5409a74d,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_52961792,affordable_now,,4513.0,0.0,C,recurring-expense forecasting
req_6fe00193,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_935d462a,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_95c9e367,affordable_now,,17097.0,0.0,C,recurring-expense forecasting
req_9e7f24bd,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c361c6ac,affordable_now,,2527.0,0.0,C,recurring-expense forecasting
req_ae4a3736,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_d252b7cd,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_6f6e7ddc,affordable_now,,19041.0,0.0,C,recurring-expense forecasting
req_7e4b21e9,affordable_now,,12283.0,0.0,C,recurring-expense forecasting
req_05f3caa3,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_f929cc3b,affordable_now,,14347.0,0.0,C,recurring-expense forecasting
req_294ad3c3,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_9f15d698,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_567937ff,affordable_now,,8510.0,0.0,C,recurring-expense forecasting
req_42aecae0,affordable_now,,10135.0,0.0,C,recurring-expense forecasting
req_4a53e953,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_a9ad7c69,affordable_now,,11646.0,0.0,C,recurring-expense forecasting
req_321c2e6c,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_24b45f1f,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_bbfe1428,affordable_now,,2381.0,0.0,C,recurring-expense forecasting
req_37149a4e,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_0ca38da0,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_721bf486,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_b498b869,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_2727a1ca,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_47e6e723,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_67fd69f0,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_7e528349,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_8483bbb7,affordable_now,,5366.0,0.0,C,recurring-expense forecasting
req_f7cae923,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_dae60c7b,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_eaea36f6,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_e141ecbd,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_364fcdbb,affordable_now,,16318.0,0.0,C,recurring-expense forecasting
req_82e37ff1,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_2ae49caa,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_9fe26b5b,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_9b19bad0,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_e4723634,affordable_now,,3930.0,0.0,C,recurring-expense forecasting
req_15704d25,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_5757b4c2,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_49e345f1,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c3081127,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_026de5f3,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_b95cf110,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_441a6e7a,affordable_now,,8428.0,0.0,C,recurring-expense forecasting
req_ebfa3a60,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_583727d2,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_4cbbc64b,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_71a5b8ac,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_364f663b,affordable_now,,15793.0,0.0,C,recurring-expense forecasting
req_efb6810c,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_5c10afa6,affordable_now,,12326.0,0.0,C,recurring-expense forecasting
req_5e88b4cc,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_fae446c3,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_618ba635,affordable_now,,5936.0,0.0,C,recurring-expense forecasting
req_9e3e7772,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_0e74e2f2,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_bcc91136,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_9df2e72e,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_7644fa6c,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c6eb03c4,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_1cab2c4a,affordable_now,,16016.0,0.0,C,recurring-expense forecasting
req_f355b0b4,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_13fd1f80,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c182d186,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_dfc5a0df,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_d6bd51f7,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_aa69ad05,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_34e249bc,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_d1cc3982,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_37382088,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_bbb380f1,affordable_now,,2622.0,0.0,C,recurring-expense forecasting
req_4cb20714,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c5183284,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c4335773,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_26832483,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_0ac728bb,affordable_now,,5646.0,0.0,C,recurring-expense forecasting
req_3cfa6ec5,affordable_now,,12811.0,0.0,C,recurring-expense forecasting
req_bf726232,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_95245738,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_a302002a,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_9db9d12d,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_d2d36bef,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c2efb1eb,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_5bc2bfd9,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_588f612f,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_1927f6db,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_feb8408d,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_2c5168bb,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_0f668782,affordable_now,,17481.0,0.0,C,recurring-expense forecasting
req_287f2ddf,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_e483ad42,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_6ec3d47a,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_c325098b,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_04b0a6fa,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_7279518b,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_cf1eb503,affordable_now,,17298.0,0.0,C,recurring-expense forecasting
req_e7e93bc3,affordable_now,,10115.0,0.0,C,recurring-expense forecasting
req_2f59a521,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_a94be890,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_fd95394f,affordable_now,,1965.0,0.0,C,recurring-expense forecasting
req_751b8970,not_affordable,,0.0,0.0,C,recurring-expense forecasting
req_e63acc57,not_affordable,,0.0,0.0,C,recurring-expense forecasting
